,QuestionID,QuestionType,Query,SimlexPair,Answer1,Answer2,Answer3,Answer4,Answer5
75,QID10961,IsA,guardian,adult,none,Hispanic person,adult,Mexican,middle class person
76,QID10962,IsA,winner,champion,Muslim,none,champion,engineer,chief
77,QID10963,SeenWith,friend,buddy,thief,author,buddy,none,professional
78,QID10500,IsA,teacher,friend,Hispanic person,none,friend,comedian,liberal
79,QID10366,SeenWith,chief,mayor,none,mom,actress,tutor,mayor
80,QID10367,IsA,sailor,captain,academic,captain,gunman,none,writer
81,QID10364,IsA,child,girl,none,aunt,poor person,girl,musician
82,QID10365,IsA,mayor,chief,actor,chief,hostage,none,cousin
83,QID10289,IsA,president,politician,none,author,politician,journalist,Muslim
84,QID10288,IsA,guy,friend,singer,stud,winner,friend,none
85,QID10288,IsA,guy,stud,singer,stud,winner,friend,none
86,QID8463,IsA,buddy,friend,ambassador,instructor,black woman,none,friend
87,QID8462,SeenWith,lady,gentleman,Muslim,democrat,none,reporter,gentleman
88,QID10506,IsA,bride,groom,none,architect,geek,alcoholic,groom
89,QID8461,IsA,man,woman,judge,pupil,sheriff,woman,none
90,QID8460,SeenWith,mayor,chief,son,witness,uncle,none,chief
91,QID8467,IsA,helper,teacher,teacher,white person,groom,victim,none
92,QID8466,IsA,soldier,boy,none,racist,drunk person,lesbian,boy
93,QID8465,SeenWith,champion,winner,winner,monk,none,instructor,professor
94,QID8464,SeenWith,child,boy,boy,saint,none,niece,composer
95,QID9179,SeenWith,employer,employee,boxer,follower,student,none,employee
96,QID9129,SeenWith,child,boy,soldier,boss,none,boy,accountant
97,QID9128,IsA,guest,friend,cop,criminal,Catholic,none,friend
98,QID9125,IsA,aunt,uncle,partner,uncle,none,genius,consultant
99,QID9124,SeenWith,boy,brother,physician,none,brother,daughter,intern
100,QID9127,IsA,lawyer,attorney,attorney,poor person,socialist,punk,none
101,QID9126,IsA,daughter,kid,judge,neighbor,none,nephew,kid
102,QID9121,IsA,companion,buddy,buddy,white woman,king,none,parent
103,QID9120,SeenWith,student,pupil,liar,none,helper,pupil,poor person
104,QID9123,IsA,actor,actress,actress,none,relative,patient,black woman
105,QID9122,SeenWith,professor,student,composer,mechanic,student,customer,none
106,QID11099,SeenWith,student,pupil,teacher,Baptist,none,hooker,pupil
107,QID11098,SeenWith,daughter,kid,kid,American,none,boss,idiot
108,QID8720,IsA,wife,woman,hooker,woman,actress,none,warrior
109,QID8721,SeenWith,captain,sailor,nurse,none,rich person,witness,sailor
110,QID8722,SeenWith,buddy,companion,maid,instructor,companion,supervisor,none
111,QID8723,SeenWith,buddy,companion,none,companion,student,middle class person,gay person
112,QID8724,SeenWith,bride,princess,none,boy,professional,princess,intern
113,QID8725,IsA,secretary,woman,idiot,white woman,musician,none,woman
114,QID8894,IsA,actor,actress,gunman,victim,apprentice,actress,none
115,QID8727,SeenWith,actress,actor,bride,chairman,thief,none,actor
116,QID8728,SeenWith,teacher,helper,pupil,none,helper,gentleman,guest
117,QID8729,IsA,stud,guy,none,guy,student,soldier,woman
118,QID8898,IsA,banker,lawyer,marine,gentleman,creator,lawyer,none
119,QID8899,IsA,employee,employer,employer,none,designer,writer,victim
120,QID9385,IsA,kid,boy,none,actor,boy,lady,white man
121,QID9384,SeenWith,author,reader,conservative,white woman,physician,reader,none
122,QID9387,IsA,professor,doctor,boy,doctor,instructor,white person,none
123,QID9386,IsA,guardian,adult,none,adult,comedian,politician,kid
124,QID9639,SeenWith,captain,sailor,none,sailor,lover,white person,villain
125,QID9638,SeenWith,prince,king,none,king,American,boss,athlete
126,QID9631,SeenWith,friend,teacher,blogger,girl,politician,none,teacher
127,QID9630,IsA,professor,student,none,wife,loser,entrepreneur,student
128,QID9633,IsA,mechanic,worker,priest,none,mentor,worker,hero
129,QID9632,IsA,employer,worker,engineer,kid,none,colonel,worker
130,QID9635,SeenWith,man,warrior,warrior,teacher,reporter,none,principal
131,QID9634,IsA,creator,author,baker,author,none,mentor,chef
132,QID9637,SeenWith,teacher,helper,helper,none,hostage,teenager,monk
133,QID9636,IsA,mayor,president,freak,none,president,white woman,intern
134,QID9411,IsA,guy,friend,none,friend,Baptist,Catholic,pastor
135,QID9410,IsA,manager,leader,African American,none,leader,daughter,teacher
136,QID9413,SeenWith,actor,singer,farmer,none,singer,tutor,creator
137,QID9412,IsA,president,pupil,bride,pupil,none,writer,juror
138,QID9415,SeenWith,boy,kid,punk,follower,none,sailor,kid
139,QID9414,IsA,pupil,student,student,guardian,defendant,conservative,none
140,QID9417,IsA,son,brother,apprentice,teacher,companion,none,brother
141,QID9416,IsA,son,boy,composer,boy,actor,hooker,none
142,QID9419,SeenWith,captain,sailor,none,sailor,dad,architect,niece
143,QID9418,SeenWith,friend,guy,attorney,saint,minor,none,guy
144,QID10205,IsA,guardian,adult,pupil,terrorist,boxer,adult,none
145,QID10204,IsA,manager,leader,leader,mistress,none,engineer,intellectual
146,QID10207,IsA,child,girl,girl,villain,apprentice,spouse,none
147,QID8781,IsA,aunt,uncle,none,uncle,entrepreneur,bride,gangster
148,QID10201,IsA,king,prince,spouse,none,professional,prince,Arab person
149,QID10200,IsA,president,pupil,none,brother,attorney,pupil,thug
150,QID10203,IsA,gentleman,lady,lady,fighter,conservative,none,idiot
151,QID10202,SeenWith,physician,doctor,American,doctor,republican,guardian,none
152,QID10209,SeenWith,actress,actor,lady,actor,journalist,none,man
153,QID10208,IsA,uncle,cousin,captain,cousin,judge,none,teacher
154,QID9257,SeenWith,friend,guest,none,host,guest,rich person,boss
155,QID9256,SeenWith,guy,stud,mechanic,Catholic,stud,black man,none
156,QID9255,SeenWith,friend,buddy,manager,buddy,none,villain,Hispanic person
157,QID9254,IsA,singer,actor,king,none,actor,democrat,bishop
158,QID9253,IsA,kid,daughter,banker,bride,none,academic,daughter
159,QID9252,SeenWith,captain,sailor,black woman,customer,none,sailor,hostage
160,QID9703,SeenWith,captain,sailor,sailor,patient,guy,none,bride
161,QID9702,IsA,mechanic,worker,groom,attorney,none,worker,punk
162,QID8654,SeenWith,man,child,Asian,kid,sheriff,child,none
163,QID8655,IsA,uncle,man,man,none,jerk,professional,geek
164,QID8656,SeenWith,man,child,none,child,engineer,architect,boxer
165,QID8657,SeenWith,attorney,lawyer,lawyer,patriot,black woman,none,conservative
166,QID8650,IsA,winner,champion,villain,white man,champion,none,doctor
167,QID8651,SeenWith,cop,sheriff,sibling,none,governor,academic,sheriff
168,QID8652,IsA,king,prince,prince,white woman,politician,dad,none
169,QID8653,SeenWith,author,creator,bride,apprentice,none,creator,aunt
170,QID8386,IsA,wife,woman,photographer,none,genius,woman,drunk person
171,QID8387,SeenWith,buddy,companion,villain,celebrity,groom,companion,none
172,QID8384,IsA,husband,man,guy,none,man,Jew,prisoner
173,QID8385,SeenWith,aunt,nephew,stranger,nephew,mechanic,bully,none
174,QID8382,SeenWith,man,child,follower,child,surgeon,boxer,none
175,QID8383,SeenWith,king,princess,none,princess,physician,black man,baker
176,QID8380,SeenWith,woman,secretary,daughter,professional,marine,secretary,none
177,QID8381,IsA,creator,author,none,author,son,liberal,pupil
178,QID10371,IsA,maid,girl,girl,black woman,socialist,none,blogger
179,QID10370,SeenWith,doctor,professor,ambassador,none,employer,mentor,professor
180,QID10373,IsA,buddy,friend,none,CEO,tutor,girl,friend
181,QID10372,SeenWith,lover,companion,republican,baker,companion,none,professor
182,QID10375,IsA,man,woman,woman,nurse,none,blonde,terrorist
183,QID10374,SeenWith,actor,singer,supervisor,Muslim,monk,singer,none
184,QID8388,IsA,manager,leader,academic,none,sailor,leader,photographer
185,QID8389,SeenWith,prince,king,none,gangster,alcoholic,entrepreneur,king
186,QID8478,IsA,kid,daughter,lady,farmer,none,daughter,extremist
187,QID8479,IsA,lawyer,banker,companion,banker,juror,none,chef
188,QID8470,IsA,mayor,chief,none,tourist,chief,toddler,man
189,QID8471,SeenWith,worker,mechanic,mechanic,liar,teenager,none,brother
190,QID8472,SeenWith,friend,guest,punk,governor,guest,sheriff,none
191,QID8473,SeenWith,man,uncle,winner,none,uncle,reporter,rapper
192,QID8474,IsA,uncle,man,nurse,none,daughter,person of color,man
193,QID8475,SeenWith,leader,manager,manager,thief,none,accountant,guest
194,QID8476,SeenWith,woman,man,celebrity,none,man,singer,mechanic
195,QID8477,IsA,president,pupil,lesbian,pupil,none,kid,archbishop
196,QID10551,SeenWith,man,child,Christian,guy,child,none,girl
197,QID10550,SeenWith,uncle,aunt,follower,none,colonel,guy,aunt
198,QID10553,IsA,mayor,president,millionaire,black woman,socialist,none,president
199,QID10552,IsA,secretary,woman,niece,woman,boyfriend,none,baker
200,QID10555,SeenWith,employer,employee,girlfriend,employee,villain,customer,none
201,QID10554,IsA,brother,boy,hero,none,reader,archbishop,boy
202,QID10340,IsA,mayor,chief,relative,spouse,none,intellectual,chief
203,QID10556,IsA,instructor,teacher,teacher,boyfriend,none,lesbian,friend
204,QID10559,IsA,reader,author,pastor,author,none,guardian,woman
205,QID10558,IsA,sheriff,cop,poor person,none,freak,cop,bride
206,QID10281,SeenWith,boy,partner,none,genius,person of color,partner,alcoholic
207,QID11002,SeenWith,cop,sheriff,innocent person,judge,none,bachelor,sheriff
208,QID10905,SeenWith,politician,president,president,drunk person,coach,none,accountant
209,QID10159,SeenWith,daughter,kid,black woman,none,kid,jerk,democrat
210,QID10158,SeenWith,chief,mayor,chef,none,white woman,mayor,stranger
211,QID10155,IsA,doctor,physician,follower,none,white person,physician,liberal
212,QID10154,SeenWith,champion,winner,victim,none,winner,economist,coach
213,QID10157,SeenWith,attorney,lawyer,tutor,consultant,archbishop,none,lawyer
214,QID10156,SeenWith,chief,mayor,witness,none,genius,chef,mayor
215,QID10151,IsA,aunt,uncle,none,lover,customer,Jew,uncle
216,QID10150,SeenWith,composer,writer,sailor,baker,none,writer,homosexual person
217,QID10153,SeenWith,employer,employee,gunman,none,daughter,colleague,employee
218,QID10152,IsA,lawyer,attorney,professional,none,attorney,hooker,maid
219,QID10793,SeenWith,lawyer,banker,none,physician,Christian,leader,banker
220,QID10792,SeenWith,leader,manager,manager,stud,chef,none,democrat
221,QID10791,SeenWith,child,adult,guardian,woman,adult,banker,none
222,QID10790,SeenWith,brother,son,judge,loser,none,son,minority
223,QID10797,SeenWith,pupil,president,economist,none,president,Trump supporter,helper
224,QID8788,IsA,lawyer,attorney,none,attorney,drunk person,adult,captain
225,QID10795,SeenWith,doctor,physician,banker,none,physician,minority,professor
226,QID10795,SeenWith,doctor,professor,banker,none,physician,minority,professor
227,QID10794,SeenWith,man,warrior,partner,none,economist,warrior,ambassador
228,QID10799,SeenWith,lawyer,banker,none,intellectual,writer,CEO,banker
229,QID10798,SeenWith,composer,writer,freak,winner,none,guest,writer
230,QID8789,IsA,mechanic,worker,worker,neighbor,hero,sibling,none
231,QID10341,IsA,warrior,man,man,Trump supporter,none,groom,Mexican
232,QID10996,IsA,president,politician,freak,none,politician,pupil,person of color
233,QID10996,IsA,president,pupil,freak,none,politician,pupil,person of color
234,QID10710,SeenWith,child,adult,Hispanic person,none,adult,actress,soldier
235,QID10979,IsA,adult,child,none,husband,captain,extremist,child
236,QID10978,IsA,child,man,none,daughter,grandmother,champion,man
237,QID10977,SeenWith,guy,stud,terrorist,clown,ambassador,none,stud
238,QID10717,SeenWith,child,boy,lawyer,none,boy,white woman,employer
239,QID10975,SeenWith,cousin,uncle,aunt,mom,uncle,fighter,none
240,QID10974,SeenWith,buddy,companion,marine,companion,doctor,none,chairman
241,QID10973,IsA,president,pupil,none,American,boyfriend,pupil,governor
242,QID10972,IsA,maid,helper,sailor,helper,white woman,none,paranoid person
243,QID10971,SeenWith,boy,kid,bully,none,kid,homosexual person,hooker
244,QID10970,IsA,guest,friend,manager,none,winner,senator,friend
245,QID10386,SeenWith,woman,man,saint,man,none,scientist,guardian
246,QID9520,SeenWith,man,warrior,grandmother,rapper,warrior,homosexual person,none
247,QID9526,SeenWith,manager,leader,leader,surgeon,none,gentleman,monk
248,QID9138,IsA,professor,doctor,doctor,none,princess,designer,jerk
249,QID9139,SeenWith,archbishop,bishop,mentor,bishop,worker,engineer,none
250,QID9132,IsA,writer,composer,loser,composer,criminal,groom,none
251,QID9133,SeenWith,student,pupil,none,sailor,uncle,pupil,writer
252,QID9130,SeenWith,guy,partner,partner,none,soldier,geek,mom
253,QID9131,SeenWith,author,creator,aunt,warrior,creator,prince,none
254,QID9136,IsA,guest,friend,jerk,kid,friend,hooker,none
255,QID9137,IsA,employee,employer,entrepreneur,CEO,employer,architect,none
256,QID9134,IsA,creator,author,racist,none,author,bully,boss
257,QID9135,IsA,professor,doctor,attorney,pastor,doctor,architect,none
258,QID9396,IsA,employee,employer,relative,doctor,academic,none,employer
259,QID9397,IsA,partner,guy,relative,buddy,follower,none,guy
260,QID9394,IsA,brother,boy,priest,employer,boy,follower,none
261,QID9395,IsA,adult,child,child,none,girlfriend,surgeon,Mexican
262,QID9392,IsA,employee,employer,employer,warrior,none,executive,aunt
263,QID9393,SeenWith,guy,stud,consultant,none,black man,stud,baker
264,QID9390,IsA,actor,actress,actress,leader,academic,none,athlete
265,QID9391,SeenWith,attorney,lawyer,thief,white person,lawyer,none,photographer
266,QID9398,IsA,president,politician,none,orthodontist,toddler,politician,pupil
267,QID9398,IsA,president,pupil,none,orthodontist,toddler,politician,pupil
268,QID9399,IsA,mayor,president,thief,none,dad,rich person,president
269,QID9626,SeenWith,president,mayor,boss,none,punk,white person,mayor
270,QID9627,IsA,writer,composer,none,composer,actor,millionaire,grandmother
271,QID9624,SeenWith,leader,manager,manager,Muslim,none,academic,liar
272,QID9625,SeenWith,captain,sailor,ambassador,none,sailor,guardian,princess
273,QID9622,IsA,monk,priest,attorney,black man,Baptist,none,priest
274,QID8718,SeenWith,doctor,professor,prince,maid,sailor,none,professor
275,QID9620,IsA,singer,actor,nurse,thug,none,toddler,actor
276,QID9621,IsA,warrior,man,African American,man,boxer,innocent person,none
277,QID8867,SeenWith,girl,child,none,child,soldier,farmer,poor person
278,QID8866,SeenWith,president,mayor,virgin,mayor,executive,colleague,none
279,QID8865,SeenWith,girl,child,child,lady,none,gunman,champion
280,QID8864,SeenWith,teacher,helper,helper,buddy,none,chief,victim
281,QID8863,IsA,professor,doctor,extremist,guardian,helper,none,doctor
282,QID8862,IsA,professor,student,thief,virgin,student,guest,none
283,QID8861,IsA,boy,child,saint,cousin,blonde,none,child
284,QID8860,SeenWith,guy,friend,friend,Asian,none,millionaire,engineer
285,QID9408,IsA,teacher,friend,wife,friend,none,cousin,artist
286,QID9409,IsA,instructor,teacher,Jew,black man,Trump supporter,none,teacher
287,QID9406,SeenWith,man,child,Arab person,child,none,banker,lawyer
288,QID9407,IsA,gentleman,lady,blogger,academic,creator,none,lady
289,QID9404,IsA,mechanic,worker,niece,loser,none,worker,champion
290,QID9405,IsA,teacher,friend,none,brother,Hispanic person,friend,reporter
291,QID9402,SeenWith,boy,brother,brother,American,mayor,none,executive
292,QID9403,IsA,princess,king,democrat,none,king,boyfriend,witness
293,QID9400,IsA,man,woman,none,woman,orthodontist,guest,geek
294,QID9401,IsA,son,boy,chairman,boy,none,colonel,witness
295,QID10238,SeenWith,cousin,uncle,uncle,republican,black person,none,minor
296,QID10239,IsA,professor,doctor,doctor,none,adult,accountant,black woman
297,QID10879,SeenWith,friend,buddy,employer,dad,buddy,none,atheist
298,QID8669,SeenWith,captain,sailor,sailor,hostage,engineer,partner,none
299,QID9713,SeenWith,lover,companion,companion,none,professor,architect,athlete
300,QID9710,SeenWith,girl,maid,intern,banker,spouse,maid,none
301,QID9247,SeenWith,boy,kid,kid,bully,none,writer,man
302,QID9240,SeenWith,pupil,president,consultant,pastor,none,jerk,president
303,QID9241,SeenWith,guy,girl,girl,teenager,gay person,none,geek
304,QID9242,IsA,mayor,president,bride,chairman,surgeon,president,none
305,QID9243,SeenWith,actress,actor,helper,gunman,none,geek,actor
306,QID8661,IsA,boy,child,creator,none,drunk person,orthodontist,child
307,QID8660,SeenWith,actor,singer,none,cop,singer,boyfriend,jerk
308,QID8663,SeenWith,actress,actor,colonel,actor,professional,none,kid
309,QID8662,IsA,partner,guy,liberal,engineer,apprentice,none,guy
310,QID9248,IsA,mayor,president,none,lover,president,rapper,expert
311,QID8664,SeenWith,buddy,companion,cousin,princess,none,defendant,companion
312,QID8667,SeenWith,child,girl,middle class person,baker,goon,none,girl
313,QID8666,SeenWith,boy,soldier,tutor,actress,soldier,none,nephew
314,QID10230,SeenWith,lover,companion,companion,husband,geek,none,reader
315,QID10231,IsA,son,boy,writer,none,boy,reporter,actress
316,QID10098,IsA,gentleman,lady,black woman,warrior,lady,surgeon,none
317,QID10099,IsA,instructor,teacher,none,consultant,teacher,geek,prince
318,QID10094,IsA,scientist,nurse,fighter,witness,goon,nurse,none
319,QID10095,IsA,kid,boy,boy,none,niece,grandmother,follower
320,QID10096,IsA,warrior,man,lady,man,none,blogger,physician
321,QID10097,SeenWith,friend,teacher,blonde,creator,teacher,none,monk
322,QID10090,IsA,bishop,archbishop,none,CEO,patient,designer,archbishop
323,QID10091,IsA,warrior,man,none,soldier,man,Hispanic person,spouse
324,QID10092,SeenWith,teacher,instructor,employer,none,soldier,worker,instructor
325,QID10093,IsA,companion,lover,poor person,lover,writer,black person,none
326,QID8445,SeenWith,man,woman,white man,woman,mistress,none,husband
327,QID8445,SeenWith,man,husband,white man,woman,mistress,none,husband
328,QID8444,SeenWith,guy,partner,supervisor,guest,worker,none,partner
329,QID8447,SeenWith,teacher,instructor,rapper,daughter,instructor,none,colleague
330,QID8446,SeenWith,chief,mayor,accountant,stud,none,mayor,sailor
331,QID8441,SeenWith,author,creator,athlete,none,sibling,creator,executive
332,QID8440,IsA,kid,daughter,none,mentor,daughter,intern,black person
333,QID8443,IsA,instructor,teacher,colleague,teacher,none,jerk,economist
334,QID8442,SeenWith,child,adult,grandmother,consultant,none,adult,artist
335,QID10304,IsA,bishop,archbishop,none,parent,gay person,archbishop,surgeon
336,QID10305,IsA,companion,lover,judge,lover,boy,none,stud
337,QID10306,SeenWith,worker,mechanic,punk,uncle,mechanic,none,Arab person
338,QID10307,IsA,maid,helper,none,gunman,helper,white man,priest
339,QID8449,SeenWith,friend,buddy,white woman,prince,none,priest,buddy
340,QID8448,SeenWith,woman,wife,prisoner,sister,fighter,none,wife
341,QID10302,SeenWith,doctor,professor,professor,none,reader,senator,orthodontist
342,QID10302,SeenWith,doctor,orthodontist,professor,none,reader,senator,orthodontist
343,QID10303,SeenWith,guy,girl,patient,none,niece,girl,millionaire
344,QID9456,IsA,reader,author,none,poor person,senator,author,king
345,QID9451,SeenWith,physician,doctor,doctor,supervisor,democrat,none,Jew
346,QID9450,IsA,banker,lawyer,president,tourist,none,lawyer,champion
347,QID10524,SeenWith,champion,winner,winner,manager,executive,person of color,none
348,QID10525,IsA,aunt,uncle,liar,toddler,uncle,colonel,none
349,QID10526,IsA,bishop,archbishop,none,police officer,archbishop,engineer,employer
350,QID10527,SeenWith,champion,winner,lawyer,boyfriend,none,winner,drunk person
351,QID10520,IsA,stud,guy,genius,rich person,guy,sister,none
352,QID9453,IsA,winner,champion,none,champion,captain,ambassador,companion
353,QID10522,SeenWith,husband,man,man,none,liar,guy,expert
354,QID10523,SeenWith,helper,maid,none,millionaire,maid,loser,supervisor
355,QID9452,SeenWith,teacher,helper,creator,black person,none,helper,athlete
356,QID10528,SeenWith,girl,child,politician,none,child,sister,baker
357,QID10529,IsA,professor,student,artist,leader,none,student,intern
358,QID10410,IsA,creator,author,author,captain,none,mom,mechanic
359,QID10411,SeenWith,child,girl,actor,sailor,none,consultant,girl
360,QID10412,SeenWith,guy,partner,supervisor,none,partner,tutor,gangster
361,QID10413,SeenWith,champion,winner,orthodontist,none,winner,companion,captain
362,QID10414,IsA,buddy,friend,friend,designer,none,punk,CEO
363,QID10415,IsA,singer,actor,actor,blonde,none,virgin,archbishop
364,QID10416,IsA,kid,boy,boy,none,blogger,police officer,daughter
365,QID10416,IsA,kid,daughter,boy,none,blogger,police officer,daughter
366,QID10417,SeenWith,boy,partner,partner,boxer,black person,none,friend
367,QID10418,IsA,boy,child,none,actress,child,mayor,teenager
368,QID10419,SeenWith,guy,stud,brother,follower,pimp,stud,none
369,QID10638,SeenWith,cop,sheriff,none,rich person,surgeon,sheriff,judge
370,QID10639,IsA,instructor,teacher,teacher,judge,witness,none,supervisor
371,QID10630,IsA,husband,man,principal,stud,man,composer,none
372,QID10631,IsA,doctor,physician,none,supervisor,physician,republican,farmer
373,QID10632,SeenWith,nurse,scientist,none,paranoid person,fan,scientist,gunman
374,QID10633,SeenWith,child,adult,police officer,defendant,adult,manager,none
375,QID10634,IsA,orthodontist,doctor,doctor,none,employee,person of color,author
376,QID10635,SeenWith,author,creator,governor,neighbor,creator,none,jerk
377,QID10636,IsA,monk,priest,worker,none,son,priest,hostage
378,QID10637,SeenWith,composer,writer,president,writer,manager,supervisor,none
379,QID11089,IsA,girl,guy,guy,Hispanic person,none,nephew,worker
380,QID9838,SeenWith,husband,man,Catholic,none,blogger,fighter,man
381,QID10942,IsA,sheriff,cop,cop,patriot,engineer,none,bishop
382,QID10943,SeenWith,actress,actor,none,wife,gentleman,Catholic,actor
383,QID10940,IsA,partner,guy,guy,instructor,pimp,lesbian,none
384,QID10941,IsA,pupil,student,reader,none,entrepreneur,singer,student
385,QID10946,IsA,president,pupil,Muslim,pupil,leader,none,judge
386,QID10947,SeenWith,cousin,uncle,uncle,girlfriend,economist,none,bully
387,QID10944,SeenWith,cousin,uncle,none,minor,uncle,reader,artist
388,QID10945,IsA,boy,child,stranger,none,villain,juror,child
389,QID10948,SeenWith,physician,doctor,sailor,orthodontist,doctor,none,coach
390,QID10949,IsA,girl,guy,gentleman,guy,none,physician,Christian
391,QID8799,SeenWith,friend,teacher,none,teacher,celebrity,customer,reader
392,QID10194,SeenWith,pupil,president,aunt,colonel,girlfriend,president,none
393,QID8798,SeenWith,student,professor,boss,none,academic,professor,patient
394,QID10894,SeenWith,aunt,nephew,supervisor,none,nephew,villain,stranger
395,QID10895,SeenWith,cop,sheriff,sheriff,gangster,none,CEO,lady
396,QID10896,IsA,child,girl,bully,lover,girl,none,president
397,QID10897,IsA,brother,boy,princess,none,hostage,gangster,boy
398,QID10890,IsA,wife,woman,grandmother,monk,woman,none,employee
399,QID10891,SeenWith,boy,kid,none,homosexual person,scientist,kid,celebrity
400,QID10892,IsA,husband,wife,none,hooker,CEO,stranger,wife
