,QuestionID,QuestionType,Query,SimlexPair,Answer1,Answer2,Answer3,Answer4,Answer5
123,QID13172,SeenWith,orthodontist,dentist,chief,physician,host,none,dentist
124,QID13173,IsA,father,man,soldier,none,democrat,man,host
125,QID13170,SeenWith,dentist,orthodontist,orthodontist,pimp,economist,sailor,none
126,QID13171,SeenWith,mother,wife,boyfriend,wife,none,instructor,virgin
127,QID13176,SeenWith,orthodontist,dentist,niece,none,buddy,dentist,democrat
128,QID13177,SeenWith,baby,daughter,republican,liar,none,host,daughter
129,QID13174,SeenWith,colonel,dentist,mom,none,dentist,orthodontist,boss
130,QID13175,IsA,parent,father,boxer,poor person,none,physician,father
131,QID13778,IsA,dentist,orthodontist,poor person,architect,orthodontist,Catholic,none
132,QID13779,IsA,teacher,rabbi,mistress,rabbi,boxer,reporter,none
133,QID13770,IsA,friend,mother,mother,CEO,boxer,none,lesbian
134,QID13771,IsA,mother,guardian,white man,rich person,kid,none,guardian
135,QID13772,SeenWith,sinner,saint,loser,intellectual,sailor,none,saint
136,QID13773,SeenWith,father,man,none,man,colonel,mentor,fan
137,QID13774,IsA,dentist,colonel,colonel,geek,none,Mexican,fan
138,QID13775,IsA,mother,guardian,none,guardian,reporter,punk,friend
139,QID13775,IsA,mother,friend,none,guardian,reporter,punk,friend
140,QID13776,SeenWith,father,son,son,none,extremist,intellectual,priest
141,QID13777,SeenWith,daughter,baby,supervisor,economist,consultant,none,baby
142,QID13739,IsA,father,brother,tutor,jerk,none,brother,stranger
143,QID13015,IsA,colonel,dentist,none,alcoholic,dentist,actress,doctor
144,QID13014,SeenWith,baby,daughter,daughter,none,aunt,maid,secretary
145,QID13017,IsA,candidate,winner,none,Mexican,winner,apprentice,attorney
146,QID13016,IsA,dentist,colonel,none,colonel,lady,governor,soldier
147,QID12548,IsA,mother,dad,surgeon,sailor,dad,none,fan
148,QID12549,IsA,daughter,father,tutor,loser,sheriff,none,father
149,QID13013,IsA,daughter,baby,white person,none,buddy,baby,boyfriend
150,QID13012,IsA,orthodontist,dentist,punk,dentist,terrorist,none,sibling
151,QID12544,SeenWith,parent,father,father,groom,musician,none,author
152,QID12545,SeenWith,adult,baby,customer,baby,secretary,engineer,none
153,QID12546,SeenWith,man,father,father,black man,none,professional,reader
154,QID12547,SeenWith,mother,friend,none,lady,mistress,friend,Asian
155,QID12540,SeenWith,daughter,baby,girlfriend,baby,son,none,governor
156,QID12541,SeenWith,candidate,winner,winner,lover,black person,none,minority
157,QID12542,SeenWith,rabbi,minister,minister,none,boyfriend,socialist,Clinton supporter
158,QID12543,SeenWith,adult,baby,baby,creator,hero,none,actress
159,QID12788,IsA,son,father,none,Asian,prisoner,patient,father
160,QID12789,IsA,friend,mother,mother,relative,American,none,racist
161,QID12838,IsA,guardian,mother,intern,idiot,warrior,none,mother
162,QID12839,SeenWith,opponent,adversary,buddy,liberal,worker,none,adversary
163,QID12782,SeenWith,adversary,opponent,chef,opponent,fan,gunman,none
164,QID12783,SeenWith,guardian,mother,grandmother,none,coach,mother,reader
165,QID12836,SeenWith,man,father,father,photographer,reporter,none,soldier
166,QID12837,SeenWith,opponent,adversary,hostage,none,adversary,middle class person,apprentice
167,QID12786,SeenWith,guardian,mother,mother,stranger,liar,none,clown
168,QID12787,IsA,orthodontist,dentist,niece,president,none,dentist,guardian
169,QID12784,SeenWith,parent,father,father,none,police officer,gay person,man
170,QID12785,IsA,parent,father,tourist,villain,none,father,terrorist
171,QID13309,IsA,baby,adult,jerk,follower,mayor,none,adult
172,QID13308,IsA,saint,sinner,paranoid person,none,celebrity,sinner,orthodontist
173,QID13301,IsA,orthodontist,dentist,dentist,lover,none,colonel,alcoholic
174,QID13300,IsA,father,parent,none,king,parent,adult,supervisor
175,QID13303,IsA,winner,candidate,none,candidate,engineer,black woman,colonel
176,QID13302,IsA,father,daughter,chairman,none,friend,daughter,socialist
177,QID13305,SeenWith,man,sentry,sentry,actor,kid,guest,none
178,QID13304,IsA,father,son,drunk person,none,son,juror,sibling
179,QID13307,SeenWith,sinner,saint,journalist,groom,poor person,saint,none
180,QID13306,IsA,mother,guardian,celebrity,none,guardian,comedian,virgin
181,QID12940,SeenWith,father,brother,poor person,idiot,none,brother,employee
182,QID12941,SeenWith,orthodontist,dentist,attorney,girl,patriot,dentist,none
183,QID12942,SeenWith,adult,baby,son,baby,priest,Clinton supporter,none
184,QID12943,IsA,dentist,colonel,colonel,lady,none,racist,employer
185,QID12944,SeenWith,mother,friend,actor,woman,mentor,friend,none
186,QID12945,IsA,mother,dad,none,Muslim,Jew,dad,prisoner
187,QID12946,IsA,father,man,black man,Mexican,none,scientist,man
188,QID12947,SeenWith,sentry,man,none,hero,baker,man,actor
189,QID12948,SeenWith,dad,mother,intellectual,Arab person,mother,none,bachelor
190,QID12949,SeenWith,mother,dad,manager,none,adult,dad,Asian
191,QID12494,SeenWith,wife,woman,mother,none,employee,woman,groom
192,QID12494,SeenWith,wife,mother,mother,none,employee,woman,groom
193,QID12495,IsA,maker,creator,none,spouse,winner,creator,singer
194,QID12492,SeenWith,guardian,mother,physician,mother,musician,none,juror
195,QID12493,IsA,saint,sinner,bishop,none,lesbian,sinner,daughter
196,QID12490,SeenWith,rabbi,teacher,tourist,none,teacher,sheriff,girl
197,QID12491,SeenWith,daughter,father,father,minor,none,blogger,juror
198,QID12416,SeenWith,friend,mother,mayor,composer,mother,Muslim,none
199,QID12417,SeenWith,dad,mother,none,alcoholic,criminal,neighbor,mother
200,QID12795,IsA,adult,baby,baby,none,judge,prisoner,witness
201,QID12794,IsA,adversary,opponent,athlete,friend,opponent,none,chef
202,QID12797,IsA,adversary,opponent,Muslim,reader,none,colleague,opponent
203,QID12796,SeenWith,winner,candidate,criminal,candidate,CEO,none,idiot
204,QID12791,SeenWith,opponent,adversary,author,parent,none,son,adversary
205,QID12790,SeenWith,baby,daughter,worker,employer,daughter,none,socialist
206,QID12306,IsA,minister,rabbi,rabbi,artist,none,principal,colonel
207,QID12307,IsA,creator,maker,manager,maker,comedian,none,captain
208,QID12304,SeenWith,colonel,dentist,terrorist,monk,coach,none,dentist
209,QID12305,SeenWith,sinner,saint,saint,priest,drunk person,sibling,none
210,QID12302,IsA,colonel,dentist,economist,neighbor,none,dentist,cousin
211,QID12821,SeenWith,mother,friend,senator,American,minority,friend,none
212,QID12300,SeenWith,father,brother,coach,brother,lady,none,son
213,QID12300,SeenWith,father,son,coach,brother,lady,none,son
214,QID12301,SeenWith,son,father,loser,father,poor person,none,grandfather
215,QID12792,IsA,man,sentry,none,surgeon,guardian,sentry,orthodontist
216,QID12308,IsA,winner,candidate,nephew,candidate,none,lover,addict
217,QID12309,SeenWith,baby,adult,goon,stud,none,adult,republican
218,QID13785,IsA,saint,sinner,Hispanic person,sinner,fighter,supervisor,none
219,QID13784,SeenWith,minister,rabbi,reporter,punk,judge,none,rabbi
220,QID13787,SeenWith,father,son,black person,guy,son,senator,none
221,QID13786,IsA,baby,adult,follower,worker,freak,none,adult
222,QID13781,SeenWith,guardian,mother,guy,mother,none,academic,virgin
223,QID13780,SeenWith,saint,sinner,none,sinner,bride,lover,aunt
224,QID13783,SeenWith,brother,father,white woman,journalist,none,father,sheriff
225,QID13782,IsA,sentry,man,man,none,judge,defendant,gay person
226,QID13789,IsA,sinner,saint,freak,groom,relative,none,saint
227,QID13788,SeenWith,dentist,colonel,middle class person,colonel,none,paranoid person,manager
228,QID13543,SeenWith,mother,wife,none,architect,bully,guy,wife
229,QID13542,SeenWith,maker,creator,thief,soldier,politician,none,creator
230,QID13541,SeenWith,maker,creator,Arab person,none,extremist,creator,actress
231,QID13540,SeenWith,mother,wife,hooker,none,gangster,mayor,wife
232,QID13547,IsA,dentist,orthodontist,apprentice,soldier,orthodontist,tutor,none
233,QID13546,IsA,maker,creator,boyfriend,criminal,orthodontist,creator,none
234,QID13545,SeenWith,son,father,none,Baptist,defendant,father,toddler
235,QID13544,SeenWith,rabbi,minister,none,middle class person,patient,republican,minister
236,QID13549,SeenWith,friend,mother,warrior,mother,none,Mexican,genius
237,QID13548,SeenWith,brother,father,uncle,baker,orthodontist,father,none
238,QID13169,SeenWith,brother,father,sheriff,champion,girl,father,none
239,QID13168,IsA,dentist,orthodontist,atheist,republican,none,orthodontist,musician
240,QID13165,SeenWith,colonel,dentist,comedian,dentist,none,addict,partner
241,QID13164,IsA,son,father,none,liberal,virgin,father,comedian
242,QID13167,SeenWith,baby,adult,none,prisoner,artist,adult,principal
243,QID13166,IsA,mother,friend,Arab person,none,friend,orthodontist,ambassador
244,QID13161,IsA,father,parent,none,thug,parent,intellectual,prisoner
245,QID13160,IsA,friend,mother,mother,champion,republican,none,mistress
246,QID13163,IsA,daughter,father,Clinton supporter,princess,none,spouse,father
247,QID13162,SeenWith,mother,guardian,gay person,none,kid,guardian,chief
248,QID13769,IsA,saint,sinner,terrorist,sinner,none,white man,jerk
249,QID13768,SeenWith,colonel,dentist,extremist,dentist,none,principal,sister
250,QID13763,IsA,mother,guardian,none,guardian,thief,groom,homosexual person
251,QID13762,IsA,dentist,colonel,host,blonde,aunt,colonel,none
252,QID13761,IsA,mother,guardian,sibling,wife,neighbor,none,guardian
253,QID13761,IsA,mother,wife,sibling,wife,neighbor,none,guardian
254,QID13760,SeenWith,rabbi,teacher,teacher,intellectual,none,punk,grandmother
255,QID13767,SeenWith,saint,sinner,banker,none,socialist,chef,sinner
256,QID13766,IsA,mother,guardian,lady,loser,none,guardian,freak
257,QID13765,SeenWith,son,father,father,athlete,none,juror,liar
258,QID13764,SeenWith,creator,maker,none,musician,maker,monk,teacher
259,QID12559,IsA,baby,daughter,Hispanic person,none,daughter,drunk person,partner
260,QID12558,SeenWith,colonel,dentist,none,dentist,comedian,idiot,mechanic
261,QID12557,SeenWith,candidate,winner,virgin,none,lover,helper,winner
262,QID12556,SeenWith,colonel,dentist,dentist,none,dad,lady,creator
263,QID12555,SeenWith,saint,sinner,Asian,Arab person,black man,sinner,none
264,QID12554,IsA,daughter,father,economist,son,father,pupil,none
265,QID12553,SeenWith,father,brother,colleague,doctor,none,actress,brother
266,QID12552,IsA,saint,sinner,photographer,composer,sinner,none,Asian
267,QID12551,SeenWith,minister,rabbi,republican,sailor,rabbi,none,blonde
268,QID12550,IsA,rabbi,minister,hostage,colleague,none,minister,niece
269,QID12799,IsA,candidate,winner,winner,millionaire,sailor,none,extremist
270,QID12798,IsA,son,father,adult,fan,father,gentleman,none
271,QID12829,IsA,father,parent,freak,teenager,parent,none,tutor
272,QID12828,IsA,colonel,dentist,bride,journalist,engineer,dentist,none
273,QID12827,IsA,mother,dad,none,cousin,employer,white woman,dad
274,QID12826,SeenWith,daughter,father,none,princess,gunman,architect,father
275,QID12825,SeenWith,baby,daughter,daughter,lesbian,sailor,man,none
276,QID12824,SeenWith,dentist,colonel,cop,lady,secretary,colonel,none
277,QID12823,SeenWith,father,brother,saint,brother,archbishop,celebrity,none
278,QID12822,IsA,mother,wife,racist,none,wife,cousin,CEO
279,QID12793,IsA,orthodontist,dentist,black man,dentist,Muslim,kid,none
280,QID12820,IsA,saint,sinner,sinner,boy,intellectual,none,princess
281,QID13378,SeenWith,daughter,father,pimp,none,worker,maid,father
282,QID13379,IsA,rabbi,teacher,stud,millionaire,tutor,teacher,none
283,QID13374,SeenWith,baby,adult,kid,Trump supporter,mayor,adult,none
284,QID13375,IsA,colonel,dentist,bishop,dentist,homosexual person,bachelor,none
285,QID13376,SeenWith,creator,maker,Clinton supporter,Asian,none,gangster,maker
286,QID13377,SeenWith,baby,adult,adult,princess,wife,none,Hispanic person
287,QID13370,IsA,adversary,opponent,none,socialist,Baptist,opponent,tutor
288,QID13371,SeenWith,creator,maker,Muslim,entrepreneur,maker,none,alcoholic
289,QID13372,IsA,daughter,father,cop,father,sailor,tutor,none
290,QID13373,SeenWith,brother,father,teacher,father,sheriff,stranger,none
291,QID12481,SeenWith,candidate,winner,none,fighter,Mexican,victim,winner
292,QID12480,SeenWith,father,brother,brother,none,manager,mayor,partner
293,QID12951,IsA,dentist,orthodontist,defendant,actress,freak,none,orthodontist
294,QID12950,SeenWith,father,man,none,architect,doctor,man,actor
295,QID12485,IsA,dad,mother,none,partner,idiot,farmer,mother
296,QID12484,IsA,guardian,mother,mother,professor,writer,priest,none
297,QID12487,SeenWith,adult,baby,patient,cop,baby,none,gangster
298,QID12486,SeenWith,rabbi,teacher,victim,blogger,teacher,none,follower
299,QID12489,SeenWith,guardian,mother,gay person,none,boyfriend,mother,pimp
300,QID12488,IsA,dentist,orthodontist,orthodontist,bachelor,sister,none,homosexual person
301,QID12959,SeenWith,son,father,creator,Asian,attorney,none,father
302,QID12958,SeenWith,adversary,opponent,genius,priest,none,opponent,mayor
303,QID13200,IsA,son,father,chef,none,instructor,father,grandfather
304,QID13201,IsA,winner,candidate,maid,candidate,patriot,none,cousin
305,QID13202,IsA,rabbi,minister,minister,dad,doctor,none,brother
306,QID13203,SeenWith,candidate,winner,witness,ambassador,none,winner,nurse
307,QID13204,IsA,winner,candidate,economist,none,lawyer,gay person,candidate
308,QID13205,IsA,dentist,colonel,lover,none,tutor,pimp,colonel
309,QID13206,SeenWith,daughter,father,jerk,father,none,celebrity,adult
310,QID13207,SeenWith,adult,baby,CEO,none,senator,baby,ambassador
311,QID13208,IsA,sentry,man,creator,fighter,none,man,addict
312,QID13209,IsA,adult,baby,teacher,baby,Asian,friend,none
313,QID12483,IsA,minister,rabbi,hostage,king,none,rabbi,tutor
314,QID12482,SeenWith,dentist,colonel,son,colleague,none,colonel,fighter
315,QID12957,IsA,opponent,adversary,stud,chef,adversary,none,minority
316,QID12956,IsA,rabbi,minister,drunk person,minister,jerk,none,pimp
317,QID12955,IsA,maker,creator,none,guardian,creator,boxer,tutor
318,QID12954,SeenWith,mother,wife,scientist,wife,patient,none,drunk person
319,QID12319,SeenWith,father,daughter,jerk,daughter,hostage,son,none
320,QID12319,SeenWith,father,son,jerk,daughter,hostage,son,none
321,QID12318,IsA,adversary,opponent,opponent,none,consultant,coach,poor person
322,QID12311,IsA,adversary,opponent,none,physician,black person,guest,opponent
323,QID12310,IsA,sentry,man,man,baker,none,Baptist,employee
324,QID12313,IsA,daughter,father,patient,worker,father,attorney,none
325,QID12312,SeenWith,father,parent,none,scientist,president,thief,parent
326,QID12315,SeenWith,mother,wife,defendant,innocent person,expert,wife,none
327,QID12314,SeenWith,baby,daughter,companion,none,daughter,Hispanic person,buddy
328,QID12317,IsA,adult,baby,socialist,geek,baby,innocent person,none
329,QID12316,SeenWith,maker,creator,creator,mistress,hero,none,sailor
330,QID13576,SeenWith,friend,mother,Mexican,none,mother,doctor,victim
331,QID13577,IsA,rabbi,teacher,attorney,photographer,expert,none,teacher
332,QID13574,SeenWith,father,son,son,Hispanic person,creator,victim,none
333,QID13575,IsA,dentist,colonel,none,entrepreneur,colonel,police officer,conservative
334,QID13572,IsA,creator,maker,politician,bachelor,none,African American,maker
335,QID13573,SeenWith,dentist,orthodontist,engineer,parent,none,orthodontist,monk
336,QID13570,IsA,creator,maker,thief,none,actor,academic,maker
337,QID13571,SeenWith,orthodontist,dentist,supervisor,none,judge,archbishop,dentist
338,QID13578,SeenWith,winner,candidate,attorney,accountant,none,candidate,tutor
339,QID13579,IsA,father,son,black person,son,boyfriend,actor,none
340,QID13688,IsA,dentist,colonel,colonel,woman,jerk,virgin,none
341,QID13689,IsA,daughter,father,victim,father,none,wife,Trump supporter
342,QID13684,IsA,saint,sinner,archbishop,athlete,sinner,none,executive
343,QID13685,IsA,teacher,rabbi,none,saint,professional,rabbi,king
344,QID13686,SeenWith,candidate,winner,winner,drunk person,thief,none,executive
345,QID13687,IsA,sinner,saint,mentor,none,chief,saint,patriot
346,QID13680,IsA,baby,daughter,prisoner,daughter,none,CEO,middle class person
347,QID13681,IsA,sinner,saint,saint,none,helper,maid,president
348,QID13682,SeenWith,maker,creator,none,bishop,creator,black woman,atheist
349,QID13683,IsA,candidate,winner,none,guest,winner,politician,ambassador
350,QID13190,SeenWith,dentist,colonel,tourist,parent,colonel,boy,none
351,QID13191,SeenWith,dentist,colonel,manager,rich person,clown,colonel,none
352,QID13192,SeenWith,parent,father,father,princess,victim,writer,none
353,QID13193,SeenWith,mother,guardian,captain,innocent person,none,companion,guardian
354,QID13194,IsA,father,parent,kid,consultant,parent,none,stud
355,QID13195,IsA,father,parent,none,parent,paranoid person,millionaire,dad
356,QID13196,SeenWith,father,daughter,kid,none,son,American,daughter
357,QID13196,SeenWith,father,son,kid,none,son,American,daughter
358,QID13197,SeenWith,daughter,father,African American,none,black person,father,kid
359,QID13197,SeenWith,daughter,kid,African American,none,black person,father,kid
360,QID13198,IsA,winner,candidate,defendant,idiot,student,none,candidate
361,QID13199,SeenWith,man,sentry,sentry,victim,teenager,boxer,none
362,QID13758,SeenWith,candidate,winner,liberal,composer,winner,black man,none
363,QID13759,IsA,man,father,father,mistress,none,chef,stranger
364,QID13756,SeenWith,man,sentry,sentry,boy,politician,none,princess
365,QID13757,SeenWith,candidate,winner,companion,sailor,accountant,winner,none
366,QID13754,IsA,baby,daughter,monk,daughter,criminal,hero,none
367,QID13755,IsA,son,father,worker,none,father,groom,girl
368,QID13752,IsA,father,daughter,thief,monk,none,white woman,daughter
369,QID13753,SeenWith,adversary,opponent,attorney,sheriff,aunt,none,opponent
370,QID13750,SeenWith,dentist,orthodontist,Jew,orthodontist,black woman,warrior,none
371,QID13751,IsA,father,son,liberal,son,none,intellectual,American
372,QID12562,IsA,adversary,opponent,entrepreneur,relative,judge,opponent,none
373,QID12563,SeenWith,candidate,winner,journalist,hostage,employee,none,winner
374,QID12560,SeenWith,guardian,mother,engineer,liberal,mother,none,boxer
375,QID12561,SeenWith,saint,sinner,grandmother,none,guest,neighbor,sinner
376,QID12566,SeenWith,colonel,dentist,none,employer,consultant,dentist,priest
377,QID12567,SeenWith,father,brother,bishop,brother,adult,none,teenager
378,QID12564,IsA,father,daughter,executive,daughter,rich person,none,bachelor
379,QID12565,IsA,adult,baby,pimp,baby,gentleman,none,professor
380,QID12568,IsA,son,father,banker,saint,hooker,father,none
381,QID12569,IsA,mother,dad,dad,mistress,thief,buddy,none
382,QID12760,SeenWith,dentist,orthodontist,none,orthodontist,student,black person,sibling
383,QID12761,SeenWith,orthodontist,dentist,boy,captain,none,dentist,middle class person
384,QID12762,SeenWith,man,sentry,Muslim,sentry,liberal,none,student
385,QID12763,IsA,orthodontist,dentist,poor person,dentist,none,intellectual,actress
386,QID12764,SeenWith,brother,father,father,blonde,chef,none,fighter
387,QID12765,SeenWith,father,brother,none,homosexual person,brother,principal,guardian
388,QID12766,SeenWith,dad,mother,none,mother,leader,guy,geek
389,QID12767,SeenWith,friend,mother,blogger,relative,none,mother,composer
390,QID12768,SeenWith,opponent,adversary,intellectual,Baptist,idiot,adversary,none
391,QID12769,SeenWith,saint,sinner,colleague,sinner,none,gay person,fighter
392,QID12818,SeenWith,baby,daughter,none,daughter,Christian,student,follower
393,QID12819,IsA,adult,baby,homosexual person,baby,lesbian,senator,none
394,QID13369,IsA,maker,creator,republican,manager,president,creator,none
395,QID13368,IsA,minister,rabbi,jerk,addict,rabbi,president,none
